column_name,value,present_in
verification_status_joint,Not Verified,test_only
verification_status_joint,Source Verified,test_only
verification_status_joint,Verified,test_only
next_pymnt_d,Apr-2008,train_only
next_pymnt_d,Apr-2009,train_only
next_pymnt_d,Apr-2010,train_only
next_pymnt_d,Apr-2011,train_only
next_pymnt_d,Apr-2012,train_only
next_pymnt_d,Apr-2013,train_only
next_pymnt_d,Apr-2014,train_only
next_pymnt_d,Apr-2015,train_only
next_pymnt_d,Aug-2008,train_only
next_pymnt_d,Aug-2009,train_only
next_pymnt_d,Aug-2010,train_only
next_pymnt_d,Aug-2011,train_only
next_pymnt_d,Aug-2012,train_only
next_pymnt_d,Aug-2013,train_only
next_pymnt_d,Aug-2014,train_only
next_pymnt_d,Aug-2015,train_only
next_pymnt_d,Dec-2007,train_only
next_pymnt_d,Dec-2008,train_only
next_pymnt_d,Dec-2009,train_only
next_pymnt_d,Dec-2010,train_only
desc,"""Hello,      After graduating from college, I took an opportunity to start my own business operating a self-funded music publishing and recording company. And during the 5 years of my success in the public eye, most likely due to my lack of experience and preparedness, financially I made a few errors in judgment.      Since then I have been doing everything I can to improve my financial situation: I got a very good job at the University of California, San Diego managing several projects in Medical Education (4 years currently); I???ve been pushing aggressively for promotions at work (about 1 month away from the latest approval); I am currently in the pursuit of a second job;  I have been and continue to sell items of value in order to supplement any income; To save money on gas, I bike to work on average 1-2 times per week (approximately 50 miles round trip); and most importantly, I have turned music into a more realistic and financially stable hobby.      Below is the detail of the debt that I am hoping to consolidate.   I plan on eliminating 3 of the 4 cards.   In the years that I have had this debt, I have been late on payments maybe once or twice (occasions where I overlooked the date).  Also, a little less than one-third of this debt was built from the assistance of pursuing my bachelor???s degree.        * indicates the credit I intend on eliminating with this assistance      Card 1  $3902.38 (%15.24)      * Card 2  $3955.99 (%17.90)      *Card 3  $13,475.70 (%24.50)      *Card 4  $4777.13   (%27.74)      I appreciate any help that is out there and look forward to getting out of this hole so I can finally be able to focus on moving forward with building a family and career.  "" Borrower added on 07/03/10 > With the approved loan amount updated to $15,000, I plan on eliminating and decreasing the debt on cards #3 and 4<br/>",train_only
desc,"""I bought a duplex in june. The only thing left to renovate is the roof and redo the sidewalk and drive way. I am secure in my job, never had any trouble with debts.""""I bought a duplex in june. The only thing left to renovate is the roof and redo the sidewalk and drive way. I am secure in my job, never had any trouble with debts."" Borrower added on 12/10/11 > Loan was relisted because my employer held verification of employment for me to sign but didnt contact me.<br>",train_only
desc,"""My intentions are to purchase a engagement ring, hopefully in time for the holidays. I want to thank, in advance any and all who consider funding. My job is extremely stable, and I have a steady contractually binding income. My risk of layoff and or termination is extremely minuscule. I am also due for a substantial contractually guaranteed pay increase.  I also have a second job with the luxury of being able to do as much or as little as I want, this does not interfere with my primary source of income due to the second job only allowing me to schedule on days that I have off. My monthly expenses will be substantially lower due to my increase in pay. My monthly rent is extremely low.""",train_only
desc,"""This loan is to finance a brilliant, progressive multi-media company start-up. The initial project of this single-member LLC is an entrepreneurial opportunity that must be taken advantage of immediately, thus the loan. I am very confident in the plans for this start-up. I project a strong profit within 18 months. I have a secure, full-time salaried position as a Receiving Manager for a very successful online retailer - and have been with them for 7 years. I receive full benefits, profit sharing & a generous annual holiday bonus. I bring home $2,460/mo, my current living expenses are about $1300/mo, I have a good, clean credit history and my score is currently 700+. Any questions, please ask. Kind thanks.""",train_only
desc,"$ credits cards totaling $16,000 and a car loan of $4,000.",train_only
desc,"$1,888.49 Effective Annual Percentage Rate (APR): 19.11% on Capital One. $2,549.09 ANNUAL PERCENTAGE RATE applied this period: 19.80% on Chase. Looking to refinance at a better rate. Just paid $500 toward each but rates keep going up.",train_only
desc,$10K for additional home purchases' down payment.,train_only
desc,"$3,900 of this loan is to pay for my daughters eye surgery. Insurance will not cover it and she is ready to have the procedure done. The balance is to pay for dental bills. I would love to say its for vacation and having a great time but, i can only wish that for now!! I sincerely appreciate everyones help ! Thank you.",train_only
desc,"$32k outstanding credit card balance with American Express. Help me in my journey to be credit card debt free over the next 3 years, and at the same time, help me send a personal message to AmEx, which has been abusing customers over the last 18 months. I have been an Amex customer for several years, had low 9.99% fixed interest rate. Rate increased 4% in Nov 2008. Rate is now scheduled to convert to variable, adding another 2%, effective 10/1/09. AmEx does not deserve my business anymore. Help me pay off this balance as soon as possible.",train_only
desc,$3500.00 personal loan,train_only
desc,$5000 Loan to consolidate debt.,train_only
desc,$5800 Parents $1600 Credit Card $600 Dentist,train_only
desc,"$6,000 to purchase motorcycle from a friend.",train_only
desc,$6000,train_only
desc,$7500 loan to finish building home.,train_only
desc,"$8,000 of the $12,000 will be used to consolidate debt which will improve my cash flow by $170/month, even after the new $12K loan.  The remaining amount will assist my daughter who has been abandoned by her husband and is now living with us and her three kids.  Amount will specifically be used to pay legal fees, taxes and provide some Christmas funds.",train_only
desc,"*** Re-listed for funding ***  Borrower added on 11/13/10 > This is to payoff my existing 401(k) home loan (required to be paid off in full at this point as I recently changed employers).  I have already been paying off this loan for years, so it is not a new financial responsibility for me.<br/> Borrower added on 11/13/10 > I was with my previous employer over 10 years.  This was a strategic career move and not due to any instability.  I fully expect my new job will be just as stable as my previous, otherwise I wouldn't have made the switch.  This loan will allow me to avoid tax and penalties on my existing 401(k) home loan.  Thank you all for your support!  It is much appreciated!<br/>  I have been in my new job over 1 month and it is very enjoyable and stable.  However, time is running short for me to find funding to help payoff my 401(k) loan.  I could use your help.",train_only
desc,"***Thank you to everyone who made this loan originally funded to 100% - I have to relist it now as when LendingClub contacted me - I was flying a sequence for 6 days and was not able to catch their confirmation phone call in time - although we had sent in all the faxed documentation. Working for the airlines schedule wise is a nightmare to accomplish ""normal"" business errands and every time they called I was flying during their normal business or bankers hours. By the time I made it to return the phone call it was either too late in the country or time zone I was located in to call or when I finally got off work last Friday night and returned there call on the last day, it was too late to call and they are not open on weekends.***   ****Now that everything has been VERIFIED for me and they have spoken to me by phone they have stated I need to relist - as my original listing expired, so I appreciate all who originally invested to please do so once again; many, many sincere thanks to all who came to assist, and anyone this time who may do so under as a new investor. I sincerely appreciate this opportunity. For those unfamiliar with my goals and mindset, please read on.****  I am dedicated to consolidating my high interest debt. Positive credit and payment history should be rewarded with reasonable terms...  I have outstanding credit and a payment history of no delinquencies or late payments in my 20 year credit history, I also tend to pay off my loans early/quickly as I enjoy a ""free-state of mind"".   I have presently saved enough money to pay off one of my credit cards (Discover), however would prefer to pay off instead the one with highest rates that is 27.99% and that is still the best (AMEX) offers for my excellent credit score and payment history.   With regards to resolving AMEX - I believe there is a better way and a lower interest rate so I can pay in a more rapid manner, and not with more going to interest than principal. The best way to achieve this is to pay it off completely by consolidating the debt into a loan with more fair interest rate terms which will allow me to pay it far more quickly.  I am asking for funds to accomplish this as both I and my wife have a clear goal in mind - purchase a home in the future and finally start a family. Due to my wife's recent pregnancy loss eariler this year, we feel that destiny rewarded our angel baby back up to heaven to give us more time to refocus and better plan ahead for our future and that of our family. As such before we try again, we want no debt and finally our very own home. As we are now very focused on paying down my debt (as we just paid off the last of hers) we feel this will finally position us to have the home and family in the near future, hopefully in a time frame of the next 2-3 years completing our dreams.  Thank you for your consideration.",train_only
desc,"**Note: Lending Club had to repost this submission because the original lending amount was listed as $8000 when it should've been $6500.**  I'm looking to propose to my girlfriend of almost 4 years.  We actually are already living together now.  She means the world to me and I want to give her the world.  I'm creating a very unique engagement ring and need a loan to make this purchase.  I don't have any student loans or car loans, so this is my first time requesting a loan.  I do own 2 credit cards, and I feel like for a large amount of money, I don't trust it on a credit card that can so easily adjust my APR on the whim.  I pay my monthly payments without any problems.  I have a very stable full time job working in IT in a hospital where I've been for over 4 years.  I have a down payment to put on the ring and just need to cover 6500 of it.  I heard excellent things about this site and you have a great APR.  I hope you'll consider me for this loan as it's going to beautiful cause.  Thank you very much!  ~Chris",train_only
desc,"**This loan was 100% funded last week, however, due to a mix up with paperwork to Lending Club, I was unable to recieve it at that time**.  We are now ON TRACK with all documentation submitted and approved, and hope that our previous investors will return!    My husband and I currently own a successful Equestrian Business, training horses and teaching riding lessons.  We recently began leasing a beautiful facility to enable us to offer boarding as well, to our clients and students.  We are already full and would like to expand to accomodate new customers.  I have over 20 years of experience in my profession and have proven myself successful.     Currently, our demand is exceeding our supply.    We are seeking a loan to expand by building additional stalls (to accomodate more boarders, for which we currently have a waiting list), purchase additional school horses to grow our program, and the equipment neccessary to maintain our first-class facility.  **Update**:  We are now the proud home of a local IEA (Interscholastic Equestrian Association) team for our local High School!  This exciting program will be based at our farm and coached by myself, and our riders will compete regionally , and hopefully, a national level.  Please consider helping us achieve our goals!  Feel free to ask any questions you may have.  Thank you!",train_only
desc,"Already put 19500 into my home addition. The frame and everythingis paid for cash. Want to finish the electrical, plumbing, sheetrock. Have equity in my house but I was always taught never to take an additional mortgage out.  Looking for a good rate and good terms.",test_only
desc,I am a great candidate for this loan because I have not missed a beat on any thing in five years. Thanks,test_only
desc,I am building a new garage on a property that i ocupy as my primary residence.  I just purchased the propery in June 2007 and my bank will only offer a peronnal loan a a ridculus high interst rate that would not be cost effective for me.  I have exceptional credit.,test_only
desc,"I am in my senior year of college in obtaining a bachelors degree in criminal justice.  I do not qualify for financial aid and have used all stafford loans available.  My tuition is approx. $1200 a month and I have 10 courses left which adds up to over $10,000.  I need some assistance to cover my tuition until my graduation date which is August of 2009.",test_only
desc,I am looking for a loan to pay my credit cards off as well as making some very much needed auto repairs,test_only
desc,"I had a bad year two years ago, with some late and missed payments. I'm doing much better now, but I've got fees and some higher interest bits that have added up on top of the other stuff, and it's a little crazy. I'm hoping doing it thru Lending Club will make it easier - and cheaper - to pay off.",test_only
desc,I have been in business for a year and want to eliminate some personal debt and use the remainder of the loan to take care of business expenses. Also lessening the number of trade lines I have open puts me in a better position to pursue business loans since it will  be based on my personal credit. A detailed report can be created to show where exactly the funds will go and this can be provided at any time during the course of the loan.,test_only
desc,I have excellent credit and I need to reduce my credit card debt at a lower interest rate.,test_only
desc,"I need a loan for my small, opened in September, restaurant. The main purpose is to help the cash flow in my business.",test_only
desc,I need a lower interest loan to pay off my citifinancial loan.,test_only
desc,"I need funds to cover the uncovered prescription drugs that I need for my wife.  We have medical insurance but the infamous Medicare doughnut hole has bitten us.  For those unaccostumed to the doughnut hole it is when you hit a certain limit, say 2500.00 then until you pay our approx. 45oo.oo, you incurr all the costs of the medicene.",test_only
desc,"I paid off my first Prosper loan, but had an emergency and took out a second Prosper loan, but at a very high interest rate - and I would like the opportunity to get the interest rate lowered.  This loan would be used to pay off the second Prosper Loan.",test_only
desc,I want to consolidate two credit cards with high interest rates.,test_only
desc,I want to cut down on my credit  card debt now (while they are not wildly out of control) by consolidating them all in one so I can make regular payments to one single source rather than keeping on track of several credit cards payment.,test_only
desc,I was unemployed for 6 months and relied on a part time job and ran up my credit cards - I would like to condolidate to 1 payment.  I currently work 2 jobs - a full time job and a part time job. I am extremely reliable and want to get my feet back on the ground,test_only
desc,I would like to consolidate debt from several credit cards.,test_only
desc,I would like to consolidate my loan in one small monthly payment w/a low interest rate. All my credit has a very high interest rate. Please advise and let me know if i will be qualified.,test_only
desc,I would like to refinance my credit cards at a lower rate.  The high interest is making it difficult to keep to my monthly budget.,test_only
desc,In need a little money to get me for a while after a tough semester in both graduate (clinical psychology) and law schools.  Any help would be much appreciated.,test_only
desc,Just want to get these credit cards paid and then toss them away!,test_only
emp_title,!st Year Apprentice Inside Wireman,train_only
emp_title,#1 Paper Mechaine,train_only
emp_title,#1 shop technician,train_only
emp_title,#1Linerman,train_only
emp_title,#2 process operator,train_only
emp_title,$2.5B Aerospace Manufacturer,train_only
emp_title,$260M '06 vintage technology venture capital firm,train_only
emp_title,$2B+ Annual Sales Aerospace Manufacturer,train_only
emp_title,& Regulatory Affairs,train_only
emp_title,& Towns Trucking Inc.,train_only
emp_title,'roduction manager,train_only
emp_title,(1)Bookkeeper (2)Secretary/Medical Bille,train_only
emp_title,(1)customer serv/(2)counselor,train_only
emp_title,(A) Assistant Director,train_only
emp_title,(ADIN) Airdrop Inspector,train_only
emp_title,(CDL) Truck Driver,train_only
emp_title,(Collaborative) Abbott Nutrition Intl,train_only
emp_title,(FSA) maintenance,train_only
emp_title,(Federal Gov) State Department,train_only
emp_title,(IMS) Information Management Sepcailist,train_only
emp_title,!st Assistant Plumbing Manager,test_only
emp_title,"""A"" Material  Bonder",test_only
emp_title,"""C"" Operator",test_only
emp_title,"""Chaplain",test_only
emp_title,#1 RENTAL TECH,test_only
emp_title,#1press operator,test_only
emp_title,#2 Coater Lead,test_only
emp_title,$14.30,test_only
emp_title,'Property Manager,test_only
emp_title,"(1) Laborer, (2) Server",test_only
emp_title,(CDL) Bus Driver,test_only
emp_title,(Remote) AHA Advisor,test_only
emp_title,",manager",test_only
emp_title,0-4,test_only
emp_title,0-6 (Col) Comm Officer,test_only
emp_title,0/n freash area,test_only
emp_title,02 Leader- Mat. Flow,test_only
emp_title,0301,test_only
emp_title,03E,test_only
emp_title,03a fabricator,test_only
revol_util,0.01%,train_only
revol_util,0.03%,train_only
revol_util,0.04%,train_only
revol_util,0.05%,train_only
revol_util,0.12%,train_only
revol_util,0.16%,train_only
revol_util,0.46%,train_only
revol_util,0.49%,train_only
revol_util,0.54%,train_only
revol_util,0.75%,train_only
revol_util,0.83%,train_only
revol_util,0.86%,train_only
revol_util,1.88%,train_only
revol_util,10.08%,train_only
revol_util,10.17%,train_only
revol_util,10.61%,train_only
revol_util,108.9%,train_only
revol_util,109.6%,train_only
revol_util,11.62%,train_only
revol_util,11.63%,train_only
revol_util,105.6%,test_only
revol_util,107.1%,test_only
revol_util,107.9%,test_only
revol_util,108.5%,test_only
revol_util,108.6%,test_only
revol_util,108.7%,test_only
revol_util,109%,test_only
revol_util,110%,test_only
revol_util,110.2%,test_only
revol_util,110.4%,test_only
revol_util,110.9%,test_only
revol_util,111.1%,test_only
revol_util,111.6%,test_only
revol_util,111.7%,test_only
revol_util,111.8%,test_only
revol_util,112.3%,test_only
revol_util,112.8%,test_only
revol_util,113.2%,test_only
revol_util,113.5%,test_only
revol_util,114.2%,test_only
title,"""CCC""",train_only
title,"""Discover"" ing I no longer want to ""Chase"" after my own tail.",train_only
title,"""For those that said i couldn't""",train_only
title,"""Freedom!""",train_only
title,"""Funeral Expenses Loan",train_only
title,"""Get Out of Debt""",train_only
title,"""Get out of Debt"" Consolidation Loan",train_only
title,"""Getting ahead on my debt"" loan",train_only
title,"""Getting over the hump"" debt consolidatn",train_only
title,"""Good Loan""",train_only
title,"""Good to Great"" Investments",train_only
title,"""Goodbye APR High""",train_only
title,"""HAPPY TO RETURN""",train_only
title,"""Happy if successful""",train_only
title,"""My Home Improvement""",train_only
title,"""New Start""",train_only
title,"""Pay It Down"" Lending Club Loan",train_only
title,"""Paying Off My Credit Cards"" Loan",train_only
title,"""SAVE MY LIFE""",train_only
title,"""Subie Loan""",train_only
title,Credit Card/Auto Repair,test_only
title,Learning and training,test_only
title,New Baby and New House (CC Consolidate),test_only
title,Pay off Lowes Card,test_only
title,Paying off higher interest cards & auto,test_only
title,Prescription Drug and Medical Costs,test_only
title,Simple Loan Until Contract Is Completed,test_only
title,Trying to come back to reality!,test_only
title,considerate,test_only
title,new kitchen for momma!,test_only
title,odymeds,test_only
last_credit_pull_d,Apr-2009,train_only
last_credit_pull_d,Apr-2010,train_only
last_credit_pull_d,Apr-2011,train_only
last_credit_pull_d,Apr-2012,train_only
last_credit_pull_d,Apr-2013,train_only
last_credit_pull_d,Apr-2014,train_only
last_credit_pull_d,Aug-2007,train_only
last_credit_pull_d,Aug-2008,train_only
last_credit_pull_d,Aug-2009,train_only
last_credit_pull_d,Aug-2010,train_only
last_credit_pull_d,Aug-2011,train_only
last_credit_pull_d,Aug-2012,train_only
last_credit_pull_d,Aug-2013,train_only
last_credit_pull_d,Aug-2014,train_only
last_credit_pull_d,Aug-2016,train_only
last_credit_pull_d,Dec-2007,train_only
last_credit_pull_d,Dec-2008,train_only
last_credit_pull_d,Dec-2009,train_only
last_credit_pull_d,Dec-2010,train_only
last_credit_pull_d,Dec-2011,train_only
last_pymnt_d,Apr-2008,train_only
last_pymnt_d,Apr-2009,train_only
last_pymnt_d,Apr-2010,train_only
last_pymnt_d,Apr-2011,train_only
last_pymnt_d,Apr-2012,train_only
last_pymnt_d,Apr-2013,train_only
last_pymnt_d,Apr-2014,train_only
last_pymnt_d,Aug-2008,train_only
last_pymnt_d,Aug-2009,train_only
last_pymnt_d,Aug-2010,train_only
last_pymnt_d,Aug-2011,train_only
last_pymnt_d,Aug-2012,train_only
last_pymnt_d,Aug-2013,train_only
last_pymnt_d,Aug-2014,train_only
last_pymnt_d,Aug-2016,train_only
last_pymnt_d,Dec-2007,train_only
last_pymnt_d,Dec-2008,train_only
last_pymnt_d,Dec-2009,train_only
last_pymnt_d,Dec-2010,train_only
last_pymnt_d,Dec-2011,train_only
url,https://lendingclub.com/browse/loanDetail.action?loan_id=1000007,train_only
url,https://lendingclub.com/browse/loanDetail.action?loan_id=1000030,train_only
url,https://lendingclub.com/browse/loanDetail.action?loan_id=1000033,train_only
url,https://lendingclub.com/browse/loanDetail.action?loan_id=1000045,train_only
url,https://lendingclub.com/browse/loanDetail.action?loan_id=1000067,train_only
url,https://lendingclub.com/browse/loanDetail.action?loan_id=1000095,train_only
url,https://lendingclub.com/browse/loanDetail.action?loan_id=1000115,train_only
url,https://lendingclub.com/browse/loanDetail.action?loan_id=1000124,train_only
url,https://lendingclub.com/browse/loanDetail.action?loan_id=1000138,train_only
url,https://lendingclub.com/browse/loanDetail.action?loan_id=1000142,train_only
url,https://lendingclub.com/browse/loanDetail.action?loan_id=1000198,train_only
url,https://lendingclub.com/browse/loanDetail.action?loan_id=1000208,train_only
url,https://lendingclub.com/browse/loanDetail.action?loan_id=1000242,train_only
url,https://lendingclub.com/browse/loanDetail.action?loan_id=1000253,train_only
url,https://lendingclub.com/browse/loanDetail.action?loan_id=1000262,train_only
url,https://lendingclub.com/browse/loanDetail.action?loan_id=1000267,train_only
url,https://lendingclub.com/browse/loanDetail.action?loan_id=1000280,train_only
url,https://lendingclub.com/browse/loanDetail.action?loan_id=1000285,train_only
url,https://lendingclub.com/browse/loanDetail.action?loan_id=1000288,train_only
url,https://lendingclub.com/browse/loanDetail.action?loan_id=1000304,train_only
url,https://lendingclub.com/browse/loanDetail.action?loan_id=10024615,test_only
url,https://lendingclub.com/browse/loanDetail.action?loan_id=10074757,test_only
url,https://lendingclub.com/browse/loanDetail.action?loan_id=10079154,test_only
url,https://lendingclub.com/browse/loanDetail.action?loan_id=10090955,test_only
url,https://lendingclub.com/browse/loanDetail.action?loan_id=10091440,test_only
url,https://lendingclub.com/browse/loanDetail.action?loan_id=10096063,test_only
url,https://lendingclub.com/browse/loanDetail.action?loan_id=10103178,test_only
url,https://lendingclub.com/browse/loanDetail.action?loan_id=10119743,test_only
url,https://lendingclub.com/browse/loanDetail.action?loan_id=10123630,test_only
url,https://lendingclub.com/browse/loanDetail.action?loan_id=10129237,test_only
url,https://lendingclub.com/browse/loanDetail.action?loan_id=10135320,test_only
url,https://lendingclub.com/browse/loanDetail.action?loan_id=10139327,test_only
url,https://lendingclub.com/browse/loanDetail.action?loan_id=10150367,test_only
url,https://lendingclub.com/browse/loanDetail.action?loan_id=10167984,test_only
url,https://lendingclub.com/browse/loanDetail.action?loan_id=10171202,test_only
url,https://lendingclub.com/browse/loanDetail.action?loan_id=10176694,test_only
url,https://lendingclub.com/browse/loanDetail.action?loan_id=10177419,test_only
url,https://lendingclub.com/browse/loanDetail.action?loan_id=10183655,test_only
url,https://lendingclub.com/browse/loanDetail.action?loan_id=1018948,test_only
url,https://lendingclub.com/browse/loanDetail.action?loan_id=10235063,test_only
int_rate,10.00%,train_only
int_rate,10.01%,train_only
int_rate,10.08%,train_only
int_rate,10.14%,train_only
int_rate,10.15%,train_only
int_rate,10.16%,train_only
int_rate,10.20%,train_only
int_rate,10.25%,train_only
int_rate,10.28%,train_only
int_rate,10.33%,train_only
int_rate,10.36%,train_only
int_rate,10.37%,train_only
int_rate,10.38%,train_only
int_rate,10.39%,train_only
int_rate,10.46%,train_only
int_rate,10.51%,train_only
int_rate,10.59%,train_only
int_rate,10.62%,train_only
int_rate,10.65%,train_only
int_rate,10.71%,train_only
int_rate,11.53%,test_only
int_rate,12.05%,test_only
int_rate,12.59%,test_only
int_rate,12.88%,test_only
int_rate,13.18%,test_only
int_rate,13.33%,test_only
int_rate,13.44%,test_only
int_rate,14.48%,test_only
int_rate,14.85%,test_only
int_rate,15.41%,test_only
int_rate,15.77%,test_only
int_rate,16.55%,test_only
int_rate,18.20%,test_only
int_rate,19.19%,test_only
int_rate,19.48%,test_only
int_rate,19.89%,test_only
int_rate,24.24%,test_only
int_rate,25.09%,test_only
int_rate,25.78%,test_only
int_rate,26.77%,test_only
